iShares Core S&P Mid-Cap ETF
Fund Holdings as of,"Aug 22, 2025"
Inception Date,"May 22, 2000"
Shares Outstanding,"1,534,200,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Type,Sector,Asset Class,Market Value,Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date,Notional Weight,Market Weight
"WHR","WHIRLPOOL CORP","EQUITY","Consumer Discretionary","Equity","169,226,299.20","169,226,299.20","1,807,008.00","93.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.17","0.17"
"KNF","KNIFE RIVER CORP","EQUITY","Materials","Equity","169,065,041.60","169,065,041.60","1,840,865.00","91.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.17","0.17"
"BDC","BELDEN INC","EQUITY","Information Technology","Equity","168,283,210.48","168,283,210.48","1,283,429.00","131.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.17","0.17"
"POST","POST HOLDINGS INC","EQUITY","Consumer Staples","Equity","167,507,425.92","167,507,425.92","1,468,848.00","114.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.17","0.17"
"HXL","HEXCEL CORP","EQUITY","Industrials","Equity","165,761,995.36","165,761,995.36","2,612,894.00","63.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.17","0.17"
"BRBR","BELLRING BRANDS INC","EQUITY","Consumer Staples","Equity","164,695,958.44","164,695,958.44","4,126,684.00","39.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.16","0.16"
"VVV","VALVOLINE INC","EQUITY","Consumer Discretionary","Equity","164,597,157.30","164,597,157.30","4,130,418.00","39.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.16","0.16"
"CLF","CLEVELAND CLIFFS INC","EQUITY","Materials","Equity","164,450,984.40","164,450,984.40","15,752,010.00","10.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.16","0.16"
"TKR","TIMKEN","EQUITY","Industrials","Equity","163,413,248.16","163,413,248.16","2,068,784.00","78.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.16","0.16"
"ROIV","ROIVANT SCIENCES LTD","EQUITY","Health Care","Equity","163,318,125.20","163,318,125.20","13,701,185.00","11.92","United States","NASDAQ","USD","1.00","USD","-","0.16","0.16"
"KRG","KITE REALTY GROUP TRUST REIT","EQUITY","Real Estate","Equity","162,637,776.18","162,637,776.18","7,142,634.00","22.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.16","0.16"
"WMG","WARNER MUSIC GROUP CORP CLASS A","EQUITY","Communication","Equity","160,086,685.00","160,086,685.00","4,740,500.00","33.77","United States","NASDAQ","USD","1.00","USD","-","0.16","0.16"
"NOV","NOV INC","EQUITY","Energy","Equity","159,942,275.40","159,942,275.40","12,209,334.00","13.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.16","0.16"
"VLY","VALLEY NATIONAL","EQUITY","Financials","Equity","159,564,787.31","159,564,787.31","15,476,701.00","10.31","United States","NASDAQ","USD","1.00","USD","-","0.16","0.16"
"MMS","MAXIMUS INC","EQUITY","Industrials","Equity","159,299,175.00","159,299,175.00","1,831,025.00","87.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.16","0.16"
"ST","SENSATA TECHNOLOGIES HOLDING PLC","EQUITY","Industrials","Equity","158,912,446.84","158,912,446.84","4,753,588.00","33.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.16","0.16"
"QLYS","QUALYS INC","EQUITY","Information Technology","Equity","158,808,190.66","158,808,190.66","1,180,379.00","134.54","United States","NASDAQ","USD","1.00","USD","-","0.16","0.16"
"CROX","CROCS INC","EQUITY","Consumer Discretionary","Equity","157,721,841.60","157,721,841.60","1,822,110.00","86.56","United States","NASDAQ","USD","1.00","USD","-","0.16","0.16"
"FFIN","FIRST FINANCIAL BANKSHARES INC","EQUITY","Financials","Equity","157,465,773.16","157,465,773.16","4,183,469.00","37.64","United States","NASDAQ","USD","1.00","USD","-","0.16","0.16"
"NJR","NEW JERSEY RESOURCES CORP","EQUITY","Utilities","Equity","156,258,944.10","156,258,944.10","3,261,510.00","47.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.16","0.16"
"SIGI","SELECTIVE INSURANCE GROUP INC","EQUITY","Financials","Equity","155,436,586.71","155,436,586.71","1,974,801.00","78.71","United States","NASDAQ","USD","1.00","USD","-","0.16","0.16"
"CUZ","COUSINS PROPERTIES REIT INC","EQUITY","Real Estate","Equity","155,392,034.88","155,392,034.88","5,456,181.00","28.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.16","0.16"
"GAP","GAP INC","EQUITY","Consumer Discretionary","Equity","154,654,606.26","154,654,606.26","7,220,103.00","21.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.15","0.15"
"BCO","BRINKS","EQUITY","Industrials","Equity","154,462,518.18","154,462,518.18","1,364,751.00","113.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.15","0.15"
"LSTR","LANDSTAR SYSTEM INC","EQUITY","Industrials","Equity","154,161,589.20","154,161,589.20","1,135,545.00","135.76","United States","NASDAQ","USD","1.00","USD","-","0.15","0.15"
"PEGA","PEGASYSTEMS INC","EQUITY","Information Technology","Equity","154,161,747.87","154,161,747.87","2,912,559.00","52.93","United States","NASDAQ","USD","1.00","USD","-","0.16","0.16"
"SLAB","SILICON LABORATORIES INC","EQUITY","Information Technology","Equity","153,872,477.44","153,872,477.44","1,060,312.00","145.12","United States","NASDAQ","USD","1.00","USD","-","0.15","0.15"
"SWX","SOUTHWEST GAS HOLDINGS INC","EQUITY","Utilities","Equity","153,536,395.38","153,536,395.38","1,962,879.00","78.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.15","0.15"
"POR","PORTLAND GENERAL ELECTRIC","EQUITY","Utilities","Equity","153,303,540.24","153,303,540.24","3,558,578.00","43.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.15","0.15"
"OPCH","OPTION CARE HEALTH INC","EQUITY","Health Care","Equity","152,920,711.68","152,920,711.68","5,320,832.00","28.74","United States","NASDAQ","USD","1.00","USD","-","0.15","0.15"
"ANF","ABERCROMBIE AND FITCH CLASS A","EQUITY","Consumer Discretionary","Equity","152,414,800.02","152,414,800.02","1,547,987.00","98.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.15","0.15"
"SON","SONOCO PRODUCTS","EQUITY","Materials","Equity","152,389,999.35","152,389,999.35","3,204,837.00","47.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.15","0.15"
"AVT","AVNET INC","EQUITY","Information Technology","Equity","151,928,144.50","151,928,144.50","2,729,575.00","55.66","United States","NASDAQ","USD","1.00","USD","-","0.15","0.15"
"SBRA","SABRA HEALTH CARE REIT INC","EQUITY","Real Estate","Equity","151,151,939.35","151,151,939.35","7,731,557.00","19.55","United States","NASDAQ","USD","1.00","USD","-","0.15","0.15"
"KBH","KB HOME","EQUITY","Consumer Discretionary","Equity","150,928,688.75","150,928,688.75","2,330,945.00","64.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.15","0.15"
"DLB","DOLBY LABORATORIES INC CLASS A","EQUITY","Information Technology","Equity","150,887,837.66","150,887,837.66","1,995,343.00","75.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.15","0.15"
"OGS","ONE GAS INC","EQUITY","Utilities","Equity","150,191,938.02","150,191,938.02","1,950,798.00","76.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.15","0.15"
"SR","SPIRE INC","EQUITY","Utilities","Equity","149,578,636.78","149,578,636.78","1,921,123.00","77.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.15","0.15"
"CYTK","CYTOKINETICS INC","EQUITY","Health Care","Equity","148,786,114.68","148,786,114.68","3,880,702.00","38.34","United States","NASDAQ","USD","1.00","USD","-","0.15","0.15"
"VFC","VF CORP","EQUITY","Consumer Discretionary","Equity","147,674,519.40","147,674,519.40","10,779,162.00","13.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.15","0.15"
"CBT","CABOT CORP","EQUITY","Materials","Equity","145,053,102.48","145,053,102.48","1,748,892.00","82.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.14","0.15"
"BKH","BLACK HILLS CORP","EQUITY","Utilities","Equity","144,074,604.24","144,074,604.24","2,360,331.00","61.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.14","0.14"
"NOVT","NOVANTA INC","EQUITY","Information Technology","Equity","143,991,721.50","143,991,721.50","1,170,950.00","122.97","United States","NASDAQ","USD","1.00","USD","-","0.14","0.14"
"WFRD","WEATHERFORD INTERNATIONAL PLC","EQUITY","Energy","Equity","143,678,199.53","143,678,199.53","2,362,157.00","60.83","United States","NASDAQ","USD","1.00","USD","-","0.14","0.14"
"BC","BRUNSWICK CORP","EQUITY","Consumer Discretionary","Equity","140,958,647.68","140,958,647.68","2,138,329.00","65.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.14","0.14"
"ASB","ASSOCIATED BANCORP","EQUITY","Financials","Equity","140,862,747.18","140,862,747.18","5,317,582.00","26.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.14","0.14"
"KRC","KILROY REALTY REIT CORP","EQUITY","Real Estate","Equity","139,175,042.24","139,175,042.24","3,465,514.00","40.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.14","0.14"
"ALGM","ALLEGRO MICROSYSTEMS INC","EQUITY","Information Technology","Equity","136,749,135.60","136,749,135.60","4,256,120.00","32.13","United States","NASDAQ","USD","1.00","USD","-","0.14","0.14"
"CNX","CNX RESOURCES CORP","EQUITY","Energy","Equity","136,022,621.72","136,022,621.72","4,711,556.00","28.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.14","0.14"
"TNL","TRAVEL LEISURE","EQUITY","Consumer Discretionary","Equity","135,124,251.66","135,124,251.66","2,162,334.00","62.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.13","0.14"
"IRT","INDEPENDENCE REALTY INC TRUST","EQUITY","Real Estate","Equity","134,335,504.16","134,335,504.16","7,598,162.00","17.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.13","0.13"
"EPR","EPR PROPERTIES REIT","EQUITY","Real Estate","Equity","133,756,521.14","133,756,521.14","2,476,514.00","54.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.13","0.13"
"MSM","MSC INDUSTRIAL INC CLASS A","EQUITY","Industrials","Equity","131,831,842.79","131,831,842.79","1,451,413.00","90.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.13","0.13"
"FHI","FEDERATED HERMES INC CLASS B","EQUITY","Financials","Equity","131,508,328.66","131,508,328.66","2,456,722.00","53.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.13","0.13"
"LNTH","LANTHEUS HOLDINGS INC","EQUITY","Health Care","Equity","131,132,228.24","131,132,228.24","2,252,744.00","58.21","United States","NASDAQ","USD","1.00","USD","-","0.13","0.13"
"ENS","ENERSYS","EQUITY","Industrials","Equity","130,959,213.88","130,959,213.88","1,283,788.00","102.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.13","0.13"
"TCBI","TEXAS CAPITAL BANCSHARES INC","EQUITY","Financials","Equity","130,514,212.50","130,514,212.50","1,491,591.00","87.50","United States","NASDAQ","USD","1.00","USD","-","0.13","0.13"
"BILL","BILL HOLDINGS INC","EQUITY","Information Technology","Equity","130,251,423.82","130,251,423.82","3,079,958.00","42.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.13","0.13"
"EEFT","EURONET WORLDWIDE INC","EQUITY","Financials","Equity","129,870,986.32","129,870,986.32","1,320,901.00","98.32","United States","NASDAQ","USD","1.00","USD","-","0.13","0.13"
"SATS","ECHOSTAR CORP CLASS A","EQUITY","Communication","Equity","129,151,138.16","129,151,138.16","4,360,268.00","29.62","United States","NASDAQ","USD","1.00","USD","-","0.13","0.13"
"CNO","CNO FINANCIAL GROUP INC","EQUITY","Financials","Equity","127,897,916.30","127,897,916.30","3,228,115.00","39.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.13","0.13"
"BRKR","BRUKER CORP","EQUITY","Health Care","Equity","127,747,108.40","127,747,108.40","3,594,460.00","35.54","United States","NASDAQ","USD","1.00","USD","-","0.13","0.13"
"IBOC","INTERNATIONAL BANCSHARES CORP","EQUITY","Financials","Equity","125,658,205.20","125,658,205.20","1,736,570.00","72.36","United States","NASDAQ","USD","1.00","USD","-","0.13","0.13"
"SLGN","SILGAN HOLDINGS INC","EQUITY","Materials","Equity","124,741,047.39","124,741,047.39","2,642,259.00","47.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.12","0.12"
"PVH","PVH CORP","EQUITY","Consumer Discretionary","Equity","124,557,265.00","124,557,265.00","1,559,500.00","79.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.12","0.12"
"FLG","FLAGSTAR FINANCIAL INC","EQUITY","Financials","Equity","124,355,472.57","124,355,472.57","9,846,039.00","12.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.12","0.12"
"RYN","RAYONIER REIT INC","EQUITY","Real Estate","Equity","123,759,400.13","123,759,400.13","4,565,083.00","27.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.12","0.12"
"M","MACYS INC","EQUITY","Consumer Discretionary","Equity","122,926,961.22","122,926,961.22","9,052,059.00","13.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.12","0.12"
"PSN","PARSONS CORP","EQUITY","Industrials","Equity","121,968,631.72","121,968,631.72","1,528,046.00","79.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.12","0.12"
"ALE","ALLETE INC","EQUITY","Utilities","Equity","121,503,718.10","121,503,718.10","1,881,445.00","64.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.12","0.12"
"GHC","GRAHAM HOLDINGS COMPANY CLASS B","EQUITY","Consumer Discretionary","Equity","120,949,064.86","120,949,064.86","110,357.00","1,095.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.12","0.12"
"RH","RH","EQUITY","Consumer Discretionary","Equity","120,131,239.17","120,131,239.17","492,927.00","243.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.12","0.12"
"NVST","ENVISTA HOLDINGS CORP","EQUITY","Health Care","Equity","119,619,967.80","119,619,967.80","5,507,365.00","21.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.12","0.12"
"EXPO","EXPONENT INC","EQUITY","Industrials","Equity","119,214,957.09","119,214,957.09","1,649,121.00","72.29","United States","NASDAQ","USD","1.00","USD","-","0.12","0.12"
"MZTI","MARZETTI","EQUITY","Consumer Staples","Equity","118,630,426.86","118,630,426.86","627,077.00","189.18","United States","NASDAQ","USD","1.00","USD","-","0.12","0.12"
"NWE","NORTHWESTERN ENERGY GROUP INC","EQUITY","Utilities","Equity","116,638,243.04","116,638,243.04","1,994,498.00","58.48","United States","NASDAQ","USD","1.00","USD","-","0.12","0.12"
"PAG","PENSKE AUTOMOTIVE GROUP VOTING INC","EQUITY","Consumer Discretionary","Equity","112,766,051.99","112,766,051.99","602,029.00","187.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.11","0.11"
"AVNT","AVIENT CORP","EQUITY","Materials","Equity","111,595,698.48","111,595,698.48","2,974,299.00","37.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.11","0.11"
"VC","VISTEON CORP","EQUITY","Consumer Discretionary","Equity","111,052,952.78","111,052,952.78","885,731.00","125.38","United States","NASDAQ","USD","1.00","USD","-","0.11","0.11"
"TEX","TEREX CORP","EQUITY","Industrials","Equity","109,948,753.28","109,948,753.28","2,131,616.00","51.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.11","0.11"
"PRGO","PERRIGO PLC","EQUITY","Health Care","Equity","109,402,266.78","109,402,266.78","4,467,222.00","24.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.11","0.11"
"CDP","COPT DEFENSE PROPERTIES","EQUITY","Real Estate","Equity","105,930,384.30","105,930,384.30","3,660,345.00","28.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.11","0.11"
"MUR","MURPHY OIL CORP","EQUITY","Energy","Equity","104,882,448.24","104,882,448.24","4,359,204.00","24.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.10","0.10"
"KMPR","KEMPER CORP","EQUITY","Financials","Equity","104,811,442.96","104,811,442.96","1,954,708.00","53.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.10","0.10"
"VAL","VALARIS LTD","EQUITY","Energy","Equity","104,465,795.28","104,465,795.28","2,124,584.00","49.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.10","0.10"
"HOG","HARLEY DAVIDSON INC","EQUITY","Consumer Discretionary","Equity","101,968,258.70","101,968,258.70","3,552,901.00","28.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.10","0.10"
"PCH","POTLATCHDELTIC CORP","EQUITY","Real Estate","Equity","101,771,069.09","101,771,069.09","2,324,071.00","43.79","United States","NASDAQ","USD","1.00","USD","-","0.10","0.10"
"CXT","CRANE NXT","EQUITY","Information Technology","Equity","101,523,879.69","101,523,879.69","1,603,093.00","63.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.10","0.10"
"FLO","FLOWERS FOODS INC","EQUITY","Consumer Staples","Equity","101,067,468.48","101,067,468.48","6,380,522.00","15.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.10","0.10"
"LIVN","LIVANOVA PLC","EQUITY","Health Care","Equity","99,042,893.30","99,042,893.30","1,771,787.00","55.90","United States","NASDAQ","USD","1.00","USD","-","0.10","0.10"
"WLK","WESTLAKE CORP","EQUITY","Materials","Equity","98,157,399.00","98,157,399.00","1,083,415.00","90.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.10","0.10"
"PII","POLARIS INC","EQUITY","Consumer Discretionary","Equity","98,100,661.05","98,100,661.05","1,716,547.00","57.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.10","0.10"
"HGV","HILTON GRAND VACATIONS INC","EQUITY","Consumer Discretionary","Equity","96,462,339.18","96,462,339.18","2,063,807.00","46.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.10","0.10"
"YETI","YETI HOLDINGS INC","EQUITY","Consumer Discretionary","Equity","96,096,252.78","96,096,252.78","2,691,018.00","35.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.10","0.10"
"XRAY","DENTSPLY SIRONA INC","EQUITY","Health Care","Equity","94,936,400.80","94,936,400.80","6,475,880.00","14.66","United States","NASDAQ","USD","1.00","USD","-","0.09","0.09"
"CIVI","CIVITAS RESOURCES INC","EQUITY","Energy","Equity","92,633,278.97","92,633,278.97","2,767,651.00","33.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.09","0.09"
"HAE","HAEMONETICS CORP","EQUITY","Health Care","Equity","92,019,008.07","92,019,008.07","1,632,411.00","56.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.09","0.09"
"EQH","EQUITABLE HOLDINGS INC","SWAP","Financials","Equity","0.00","90,965,541.65","1,697,435.00","53.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.10","-"
"GTM","ZOOMINFO TECHNOLOGIES INC","EQUITY","Communication","Equity","90,765,453.50","90,765,453.50","8,443,298.00","10.75","United States","NASDAQ","USD","1.00","USD","-","0.09","0.09"
"SYNA","SYNAPTICS INC","EQUITY","Information Technology","Equity","89,490,767.75","89,490,767.75","1,252,495.00","71.45","United States","NASDAQ","USD","1.00","USD","-","0.09","0.09"
"SMG","SCOTTS MIRACLE GRO","EQUITY","Materials","Equity","89,203,908.36","89,203,908.36","1,406,558.00","63.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.09","0.09"
"WU","WESTERN UNION","EQUITY","Financials","Equity","89,178,267.92","89,178,267.92","10,273,994.00","8.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.09","0.09"
"AMKR","AMKOR TECHNOLOGY INC","EQUITY","Information Technology","Equity","88,960,274.70","88,960,274.70","3,692,830.00","24.09","United States","NASDAQ","USD","1.00","USD","-","0.09","0.09"
"BHF","BRIGHTHOUSE FINANCIAL INC","EQUITY","Financials","Equity","87,844,841.03","87,844,841.03","1,865,467.00","47.09","United States","NASDAQ","USD","1.00","USD","-","0.09","0.09"
"IRDM","IRIDIUM COMMUNICATIONS INC","EQUITY","Communication","Equity","87,794,408.24","87,794,408.24","3,514,588.00","24.98","United States","NASDAQ","USD","1.00","USD","-","0.09","0.09"
"CHH","CHOICE HOTELS INTERNATIONAL INC","EQUITY","Consumer Discretionary","Equity","87,533,506.35","87,533,506.35","718,371.00","121.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.09","0.09"
"POWI","POWER INTEGRATIONS INC","EQUITY","Information Technology","Equity","86,736,348.78","86,736,348.78","1,829,109.00","47.42","United States","NASDAQ","USD","1.00","USD","-","0.09","0.09"
"OLN","OLIN CORP","EQUITY","Materials","Equity","86,685,017.37","86,685,017.37","3,741,261.00","23.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.09","0.09"
"CAR","AVIS BUDGET GROUP INC","EQUITY","Industrials","Equity","85,348,461.00","85,348,461.00","548,900.00","155.49","United States","NASDAQ","USD","1.00","USD","-","0.09","0.09"
"ASH","ASHLAND INC","EQUITY","Materials","Equity","83,981,362.64","83,981,362.64","1,484,819.00","56.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.08","0.08"
"CPRI","CAPRI HOLDINGS LTD","EQUITY","Consumer Discretionary","Equity","82,336,828.98","82,336,828.98","3,831,402.00","21.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.08","0.08"
"VAC","MARRIOTT VACATIONS WORLDWIDE CORP","EQUITY","Consumer Discretionary","Equity","81,912,202.80","81,912,202.80","1,032,420.00","79.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.08","0.08"
"SHC","SOTERA HEALTH COMPANY","EQUITY","Health Care","Equity","81,834,067.53","81,834,067.53","4,980,771.00","16.43","United States","NASDAQ","USD","1.00","USD","-","0.08","0.08"
"BLKB","BLACKBAUD INC","EQUITY","Information Technology","Equity","81,384,257.60","81,384,257.60","1,224,560.00","66.46","United States","NASDAQ","USD","1.00","USD","-","0.08","0.08"
"GT","GOODYEAR TIRE & RUBBER","EQUITY","Consumer Discretionary","Equity","80,304,160.70","80,304,160.70","9,283,718.00","8.65","United States","NASDAQ","USD","1.00","USD","-","0.08","0.08"
"CNXC","CONCENTRIX CORP","EQUITY","Industrials","Equity","77,824,030.28","77,824,030.28","1,494,604.00","52.07","United States","NASDAQ","USD","1.00","USD","-","0.08","0.08"
"PBF","PBF ENERGY INC CLASS A","EQUITY","Energy","Equity","77,682,530.56","77,682,530.56","3,194,183.00","24.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.08","0.08"
"ASGN","ASGN INC","EQUITY","Information Technology","Equity","77,054,376.02","77,054,376.02","1,423,243.00","54.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.08","0.08"
"PK","PARK HOTELS RESORTS INC","EQUITY","Real Estate","Equity","76,904,944.00","76,904,944.00","6,495,350.00","11.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.08","0.08"
"NSA","NATIONAL STORAGE AFFILIATES TRUST","EQUITY","Real Estate","Equity","73,519,625.28","73,519,625.28","2,286,058.00","32.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.07","0.07"
"IPGP","IPG PHOTONICS CORP","EQUITY","Information Technology","Equity","70,405,368.80","70,405,368.80","856,930.00","82.16","United States","NASDAQ","USD","1.00","USD","-","0.07","0.07"
"ACHC","ACADIA HEALTHCARE COMPANY INC","EQUITY","Health Care","Equity","67,172,905.80","67,172,905.80","2,993,445.00","22.44","United States","NASDAQ","USD","1.00","USD","-","0.07","0.07"
"MAN","MANPOWER INC","EQUITY","Industrials","Equity","66,803,238.00","66,803,238.00","1,503,900.00","44.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.07","0.07"
"NSP","INSPERITY INC","EQUITY","Industrials","Equity","64,581,123.60","64,581,123.60","1,161,531.00","55.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.06","0.06"
"SRPT","SAREPTA THERAPEUTICS INC","EQUITY","Health Care","Equity","64,571,316.36","64,571,316.36","3,193,438.00","20.22","United States","NASDAQ","USD","1.00","USD","-","0.06","0.06"
"PPC","PILGRIMS PRIDE CORP","EQUITY","Consumer Staples","Equity","60,464,014.64","60,464,014.64","1,309,879.00","46.16","United States","NASDAQ","USD","1.00","USD","-","0.06","0.06"
"SAM","BOSTON BEER INC CLASS A","EQUITY","Consumer Staples","Equity","59,825,712.76","59,825,712.76","267,509.00","223.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.06","0.06"
"GEF","GREIF INC CLASS A","EQUITY","Materials","Equity","57,506,324.79","57,506,324.79","848,301.00","67.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.06","0.06"
"COLM","COLUMBIA SPORTSWEAR","EQUITY","Consumer Discretionary","Equity","56,302,793.64","56,302,793.64","996,157.00","56.52","United States","NASDAQ","USD","1.00","USD","-","0.06","0.06"
"WEN","WENDYS","EQUITY","Consumer Discretionary","Equity","55,768,081.04","55,768,081.04","5,241,361.00","10.64","United States","NASDAQ","USD","1.00","USD","-","0.06","0.06"
"COTY","COTY INC CLASS A","EQUITY","Consumer Staples","Equity","46,785,313.80","46,785,313.80","11,904,660.00","3.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.05","0.05"
"CADE","CADENCE BANK","SWAP","Financials","Equity","0.00","45,927,307.03","1,234,937.00","37.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.05","-"
"UAA","UNDER ARMOUR INC CLASS A","EQUITY","Consumer Discretionary","Equity","31,582,385.62","31,582,385.62","6,144,433.00","5.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.03","0.03"
"UA","UNDER ARMOUR INC CLASS C","EQUITY","Consumer Discretionary","Equity","21,037,539.60","21,037,539.60","4,174,115.00","5.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.02","0.02"
"SGAFT","CASH COLLATERAL USD SGAFT","COLLATERAL","Cash and/or Derivatives","Cash Collateral and Margins","12,217,000.00","12,217,000.00","12,217,000.00","100.00","United States","-","USD","1.00","USD","Sep 01, 2016","0.01","0.01"
"WU","WESTERN UNION","SWAP","Financials","Equity","0.00","4,252,540.32","489,924.00","8.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","-","-"
"HSBBK","CASH COLLATERAL USD HSBSW","COLLATERAL","Cash and/or Derivatives","Cash Collateral and Margins","1,293,258.32","1,293,258.32","1,290,000.00","100.00","United States","-","USD","1.00","USD","Jan 01, 2001","-","-"
"GSISW","CASH COLLATERAL USD GSISW","COLLATERAL","Cash and/or Derivatives","Cash Collateral and Margins","670,000.00","670,000.00","670,000.00","100.00","United States","-","USD","1.00","USD","May 01, 2002","-","-"
"ETD_USD","ETD USD BALANCE WITH R93531","CASH","Cash and/or Derivatives","Cash","1.89","1.89","2.00","100.00","United States","-","USD","1.00","USD","Jan 01, 2000","-","-"
"FAU5","S&P MID 400 EMINI SEP 25","INDEX","Cash and/or Derivatives","Futures","0.00","166,168,140.00","509.00","3,264.60","-","Index And Options Market","USD","1.00","USD","-","0.17","-"
